province,year,avg_wait_time,procedures_with_wait_times,total_volume,procedures_with_volume,low_procedure_coverage,benchmark_pct,hospitals,other_institutions,physicians,other_professionals,drugs,public_health,administration,other_hcc,other_net,covid19,subtotal,capital,total_spending_per_capita,physicians_per_10k_population,physician_data_source,population_estimate,population_growth_rate,land_area_km2,average_age,median_age,percent_65_plus,rural_percent_estimate,urban_percent_estimate,population_density_per_km2,raw_efficiency,geographic_challenge,efficiency_gap,hospitals_efficiency,physicians_efficiency,drugs_efficiency,admin_efficiency,other_professionals_efficiency,public_health_efficiency,admin_overhead_pct,clinical_focus_pct,covid_period
New Brunswick,2015,55.2,10.0,8715.0,10.0,False,76.4,2144.73,795.68,829.6,530.69,1106.33,230.44,188.27,,570.07,,6395.81,161.86,6557.67,22.6,estimated,759226,0.08,71248.5,44.7,46.8,22.8,30,70,10.66,118.79836956521739,0.4071389069864527,542.7141304347826,38.853804347826085,15.028985507246377,20.042210144927534,3.4106884057971016,9.61394927536232,4.17463768115942,2.870989238555768,45.3565061980856,False
New Brunswick,2016,70.0,10.0,8899.0,10.0,False,72.0,2093.64,836.74,851.28,548.61,1083.01,237.49,206.27,,566.51,,6423.54,201.76,6625.31,23.1,estimated,763322,0.54,71248.5,44.7,46.8,22.8,30,70,10.71,94.64728571428572,0.4064308451014592,566.8652142857143,29.909142857142854,12.161142857142856,15.471571428571428,2.946714285714286,7.837285714285715,3.392714285714286,3.1133637520357538,44.449542738377524,False
New Brunswick,2017,65.9,10.0,9300.0,10.0,False,72.4,2106.45,880.53,874.49,582.68,1122.35,254.62,216.55,,590.22,,6627.9,248.07,6875.97,23.6,actual,766697,0.44,71248.5,44.7,46.8,22.8,30,70,10.76,104.33945371775417,0.40572824296197463,557.1730462822459,31.964339908952955,13.269954476479514,17.03110773899848,3.286039453717754,8.841881638846736,3.8637329286798177,3.1493738338009036,43.353010557055946,False
New Brunswick,2018,69.1,10.0,9419.0,10.0,False,70.0,2156.38,918.76,891.01,614.11,1068.21,269.0,210.33,,585.81,,6713.6,241.78,6955.38,24.1,interpolated,770497,0.5,71248.5,44.7,46.8,22.8,30,70,10.81,100.65672937771348,0.4050310313573845,560.8557706222866,31.206657018813317,12.894500723589003,15.458900144717802,3.0438494934876994,8.88726483357453,3.892908827785818,3.0239900623689864,43.81342212790675,False
New Brunswick,2019,77.0,10.0,9592.0,10.0,False,68.0,2200.73,965.67,905.96,639.52,1096.88,279.83,218.23,,614.82,,6921.64,209.73,7131.37,24.6,interpolated,777387,0.89,71248.5,44.7,46.8,22.8,30,70,10.91,92.6151948051948,0.40365250892389626,568.8973051948052,28.580909090909092,11.765714285714287,14.245194805194807,2.834155844155844,8.305454545454545,3.634155844155844,3.0601413192696496,43.5637191731743,False
New Brunswick,2020,102.0,10.0,7736.0,10.0,False,58.6,2140.85,995.5,907.86,557.86,1152.72,289.68,219.54,,638.52,614.43,7516.95,189.8,7706.75,25.2,interpolated,783432,0.78,71248.5,44.7,46.8,22.8,30,70,11.0,75.55637254901961,0.40242960438184466,585.9561274509804,20.988725490196078,8.900588235294117,11.301176470588235,2.1523529411764706,5.46921568627451,2.84,2.8486716190352612,39.558958056249395,True
New Brunswick,2021,64.0,10.0,10025.0,10.0,False,69.0,2268.43,1015.81,923.06,675.42,1165.72,318.93,243.82,,649.44,714.38,7975.01,176.3,8151.31,25.7,actual,790802,0.94,71248.5,44.7,46.8,22.8,30,70,11.1,127.36421875,0.40109009025152126,534.1482812500001,35.44421875,14.4228125,18.214375,3.8096875,10.5534375,4.98328125,2.991175651521044,39.153093183794994,True
New Brunswick,2022,80.2,10.0,9393.0,10.0,False,61.6,2543.2,1088.95,961.36,721.94,1279.15,436.98,265.23,,743.83,169.1,8209.75,200.54,8410.28,26.3,estimated,808869,2.28,71248.5,44.7,46.8,22.8,30,70,11.35,104.86633416458854,0.3978269003027748,556.6461658354115,31.710723192019948,11.987032418952618,15.949501246882793,3.3071072319201997,9.001745635910225,5.448628428927681,3.1536405446667652,41.669956291586004,False
New Brunswick,2023,71.8,10.0,10472.0,10.0,False,64.6,2659.1,1157.11,1026.48,755.44,1315.41,486.32,277.34,,767.39,,8444.6,235.77,8680.37,26.8,estimated,831103,2.75,71248.5,44.7,46.8,22.8,30,70,11.66,120.8965181058496,0.39394158548050295,540.6159818941504,37.03481894150418,14.296378830083567,18.32047353760446,3.8626740947075207,10.521448467966575,6.773259052924791,3.19502509685647,42.45878919907791,False
New Brunswick,2024,70.8,10.0,12116.0,10.0,False,66.6,2658.08,1244.99,1040.05,795.66,1360.06,452.54,293.32,,819.99,,8664.68,257.58,8922.27,27.4,estimated,858293,3.27,71248.5,44.7,46.8,22.8,30,70,12.05,126.02076271186442,0.3892886248010213,535.4917372881356,37.543502824858756,14.689971751412429,19.20988700564972,4.142937853107345,11.238135593220338,6.391807909604521,3.287504188956398,41.44830855824807,False
Newfoundland and Labrador,2009,8.8,2.0,996.0,2.0,True,93.0,2152.3,849.97,654.36,354.15,872.97,210.76,191.51,,288.88,,5574.89,246.42,5821.31,19.0,estimated,516741,1.01,358170.37,45.5,48.4,23.6,60,40,1.44,661.5125,1.121078697413983,0.0,244.57954545454547,74.35909090909091,99.20113636363637,21.762499999999996,40.24431818181817,23.949999999999996,3.289809338447875,48.213546435424334,False
Newfoundland and Labrador,2010,57.6,5.0,3318.0,5.0,False,82.3,2282.27,864.18,783.6,362.48,963.78,205.32,197.0,,404.23,,6062.86,297.49,6360.35,19.0,estimated,522002,1.02,358170.37,45.5,48.4,23.6,60,40,1.46,110.42274305555556,1.1109119493543125,551.0897569444445,39.62274305555555,13.604166666666666,16.732291666666665,3.420138888888889,6.293055555555556,3.564583333333333,3.097313827069265,48.202850472065215,False
Newfoundland and Labrador,2011,69.1,5.0,2730.0,5.0,False,84.1,2381.86,871.85,831.3,403.69,970.91,220.26,204.81,,443.16,,6327.84,355.47,6683.31,19.0,estimated,524955,0.57,358170.37,45.5,48.4,23.6,60,40,1.47,96.7193921852388,1.1059278109959776,564.7931078147612,34.469753979739515,12.030390738060781,14.050795947901593,2.963965267727931,5.842112879884226,3.187554269175109,3.0644994770555307,48.077374833727596,False
Newfoundland and Labrador,2012,53.4,5.0,3683.0,5.0,False,85.5,2399.45,877.34,848.91,453.1,971.05,227.63,199.81,,757.23,,6734.52,443.59,7178.11,19.0,estimated,526235,0.24,358170.37,45.5,48.4,23.6,60,40,1.47,134.42153558052433,1.1059278109959776,527.0909644194758,44.93352059925093,15.897191011235956,18.18445692883895,3.741760299625468,8.485018726591761,4.262734082397004,2.783601811618936,45.25369491412084,False
Newfoundland and Labrador,2013,38.1,9.0,2978.0,9.0,False,90.7,2400.7,875.91,879.31,458.03,959.55,234.77,192.61,,862.86,,6863.75,379.49,7243.23,19.0,estimated,526960,0.14,358170.37,45.5,48.4,23.6,60,40,1.47,190.1110236220472,1.1059278109959776,471.4014763779528,63.01049868766403,23.079002624671915,25.185039370078737,5.0553805774278215,12.021784776902885,6.161942257217848,2.6591727723681293,45.283802944266576,False
Newfoundland and Labrador,2014,41.5,9.0,3291.0,9.0,False,90.2,2444.18,920.88,891.04,458.75,957.24,244.84,180.63,,885.78,,6983.34,317.69,7301.03,19.0,estimated,527970,0.19,358170.37,45.5,48.4,23.6,60,40,1.47,175.92843373493974,1.1059278109959776,485.5840662650603,58.89590361445783,21.470843373493974,23.066024096385544,4.352530120481927,11.05421686746988,5.899759036144578,2.4740344855451903,45.68149973359923,False
Newfoundland and Labrador,2015,41.7,9.0,3706.0,9.0,False,92.2,2510.75,974.31,896.68,468.3,980.8,260.16,174.99,,963.56,,7229.56,266.88,7496.43,19.0,estimated,528348,0.07,358170.37,45.5,48.4,23.6,60,40,1.48,179.77050359712229,1.101008065154092,481.74199640287776,60.20983213429256,21.503117505995203,23.52038369304556,4.1964028776978415,11.23021582733813,6.238848920863309,2.334311132098879,45.45403612119369,False
Newfoundland and Labrador,2016,59.1,9.0,4070.0,9.0,False,87.3,2566.23,1005.56,891.62,477.71,1009.33,269.75,189.06,,1026.78,,7436.04,239.25,7675.29,19.0,estimated,529586,0.23,358170.37,45.5,48.4,23.6,60,40,1.48,129.8695431472081,1.101008065154092,531.6429568527919,43.42182741116751,15.08663282571912,17.07834179357022,3.198984771573604,8.083079526226733,4.56429780033841,2.463229402406945,45.05171791554456,False
Newfoundland and Labrador,2017,59.1,10.0,3730.0,10.0,False,86.0,2548.18,1028.96,952.01,475.16,1064.55,276.64,200.07,,1075.47,,7621.04,181.89,7802.92,19.0,actual,529742,0.03,358170.37,45.5,48.4,23.6,60,40,1.48,132.02910321489003,1.101008065154092,529.48339678511,43.116412859560064,16.108460236886632,18.012690355329948,3.385279187817259,8.039932318104908,4.68087986463621,2.564040128567254,44.85743798475442,False
Newfoundland and Labrador,2018,62.1,10.0,3995.0,10.0,False,88.2,2611.43,1082.55,971.04,486.41,1088.7,289.57,211.11,,1113.69,,7854.49,196.83,8051.32,19.0,interpolated,528402,-0.25,358170.37,45.5,48.4,23.6,60,40,1.48,129.65088566827697,1.101008065154092,531.8616143317231,42.05201288244766,15.63671497584541,17.531400966183575,3.3995169082125605,7.832689210950081,4.662962962962963,2.62205452025258,44.49543677310056,False
Newfoundland and Labrador,2019,72.7,10.0,3426.0,10.0,False,82.3,2611.17,1084.9,944.56,525.97,1127.84,300.2,215.72,,1169.15,,7979.5,526.97,8506.48,19.0,interpolated,527643,-0.14,358170.37,45.5,48.4,23.6,60,40,1.47,117.0079779917469,1.1059278109959776,544.5045220082532,35.91705639614855,12.992572214580466,15.513617606602475,2.9672627235213205,7.2348005502063275,4.1292984869325995,2.535949064713019,41.800251102688776,False
Newfoundland and Labrador,2020,125.5,10.0,2044.0,10.0,False,63.2,2425.43,1045.46,896.58,444.49,1163.09,240.53,213.39,,1261.13,544.12,8234.23,632.11,8866.34,19.0,interpolated,526884,-0.14,358170.37,45.5,48.4,23.6,60,40,1.47,70.64812749003984,1.1059278109959776,590.8643725099602,19.32613545816733,7.1440637450199205,9.267649402390438,1.7003187250996015,3.5417529880478087,1.9165737051792828,2.4067428048101016,37.4676585829102,True
Newfoundland and Labrador,2021,98.5,10.0,2984.0,10.0,False,71.8,2696.13,1138.83,930.54,554.9,1155.45,209.19,234.04,,1297.3,559.25,8775.64,745.73,9521.38,19.0,actual,527056,0.03,358170.37,45.5,48.4,23.6,60,40,1.47,96.66375634517766,1.1059278109959776,564.8487436548223,27.371878172588833,9.447106598984771,11.730456852791878,2.3760406091370556,5.633502538071066,2.123756345177665,2.4580470478018945,38.08975169565756,True
Newfoundland and Labrador,2022,107.5,10.0,3119.0,10.0,False,66.3,2889.89,1201.72,1019.8,604.23,1271.2,335.15,250.85,,1400.71,126.59,9100.13,805.94,9906.07,19.0,estimated,531257,0.8,358170.37,45.5,48.4,23.6,60,40,1.48,92.14948837209302,1.101008065154092,569.363011627907,26.882697674418605,9.486511627906976,11.825116279069768,2.333488372093023,5.620744186046512,3.117674418604651,2.5322857601450424,39.467619348540836,False
Newfoundland and Labrador,2023,116.6,10.0,3323.0,10.0,False,61.5,2984.81,1243.55,1037.55,646.04,1322.03,394.16,259.72,,1470.44,,9358.3,1036.77,10395.08,19.0,estimated,538789,1.42,358170.37,45.5,48.4,23.6,60,40,1.5,89.1516295025729,1.0913566679372915,572.3608704974272,25.598713550600344,8.898370497427102,11.338164665523156,2.2274442538593484,5.54065180102916,3.3804459691252147,2.498489670113169,38.69484409932391,False
Newfoundland and Labrador,2024,117.6,8.0,2928.0,8.0,False,66.3,3463.79,1428.6,1038.53,685.55,1366.24,449.08,272.1,,1683.69,,10387.58,642.24,11029.82,19.0,estimated,546869,1.5,358170.37,45.5,48.4,23.6,60,40,1.53,93.79098639455782,1.077331614467321,567.7215136054422,29.453996598639456,8.831037414965987,11.617687074829933,2.313775510204082,5.829506802721088,3.8187074829931973,2.466948690005821,40.81952380002575,False
Nova Scotia,2008,83.3,4.0,5923.0,4.0,True,66.5,1854.62,615.03,668.06,481.97,878.97,186.69,200.52,,288.56,,5174.42,169.78,5344.2,19.5,estimated,935965,,52824.71,44.2,45.6,22.2,30,70,17.72,64.15606242496999,0.3413444053676781,597.3564375750301,22.26434573829532,8.019927971188475,10.55186074429772,2.407202881152461,5.785954381752702,2.2411764705882353,3.752105085887505,47.204071703903296,False
Nova Scotia,2009,35.4,7.0,36795.0,7.0,False,68.5,1960.17,671.08,690.04,506.99,931.07,202.62,212.66,,295.15,,5469.78,215.51,5685.29,19.8,estimated,938266,0.25,52824.71,44.2,45.6,22.2,30,70,17.76,160.60141242937854,0.34109588622858994,500.9110875706215,55.37203389830509,19.492655367231638,26.301412429378534,6.007344632768362,14.321751412429379,5.7237288135593225,3.7405303863127473,46.61521224071243,False
Nova Scotia,2010,36.2,7.0,52702.0,7.0,False,71.5,2031.29,753.06,751.84,537.07,1053.64,212.17,217.6,,412.74,,5969.42,290.93,6260.36,20.1,estimated,942144,0.41,52824.71,44.2,45.6,22.2,30,70,17.84,172.9381215469613,0.3406015119737486,488.5743784530388,56.112983425414356,20.76906077348066,29.1060773480663,6.011049723756906,14.836187845303868,5.8610497237569055,3.4758384501849733,44.456389089445345,False
Nova Scotia,2011,39.0,7.0,44039.0,7.0,False,67.5,2027.78,785.49,786.47,585.32,1077.4,181.57,225.46,,500.18,,6169.67,333.92,6503.59,20.4,estimated,944095,0.21,52824.71,44.2,45.6,22.2,30,70,17.87,166.75871794871796,0.3404170305421419,494.7537820512821,51.994358974358974,20.16589743589744,27.625641025641027,5.781025641025641,15.00820512820513,4.655641025641025,3.466700699152314,43.27225424726958,False
Nova Scotia,2012,34.7,7.0,73218.0,7.0,False,60.6,2043.9,801.75,828.86,612.72,1052.98,179.62,262.27,,549.62,,6331.71,308.43,6640.14,20.8,estimated,943163,-0.1,52824.71,44.2,45.6,22.2,30,70,17.85,191.3585014409222,0.34053996332470765,470.1539985590779,58.90201729106628,23.8864553314121,30.345244956772333,7.558213256484149,17.657636887608067,5.176368876080692,3.9497661193890483,43.26354564813393,False
Nova Scotia,2013,35.4,12.0,50476.0,12.0,False,64.0,2121.74,830.05,831.77,572.77,1073.53,168.0,229.25,,624.25,,6451.35,200.72,6652.07,21.1,estimated,939808,-0.36,52824.71,44.2,45.6,22.2,30,70,17.79,187.91158192090396,0.34091008108722043,473.6009180790961,59.93615819209039,23.49632768361582,30.325706214689266,6.475988700564972,16.17994350282486,4.745762711864407,3.4462956643571103,44.399863501135734,False
Nova Scotia,2014,38.8,12.0,51818.0,12.0,False,63.4,2202.21,1230.26,865.26,584.48,1043.85,168.93,234.93,,647.32,,6977.24,134.68,7111.91,21.4,estimated,937768,-0.22,52824.71,44.2,45.6,22.2,30,70,17.75,183.2966494845361,0.34115793238697345,478.21585051546396,56.75798969072166,22.300515463917527,26.903350515463917,6.054896907216495,15.063917525773197,4.353865979381443,3.3033320162937945,43.131451326015096,False
Nova Scotia,2015,38.8,12.0,51950.0,12.0,False,66.2,2244.3,1221.97,874.87,583.26,1061.38,149.51,240.16,,683.33,,7058.79,97.95,7156.73,21.8,estimated,937419,-0.04,52824.71,44.2,45.6,22.2,30,70,17.75,184.45180412371136,0.34115793238697345,477.0606958762887,57.84278350515465,22.548195876288663,27.35515463917526,6.189690721649485,15.032474226804124,3.8533505154639176,3.3557225157299495,43.583731676338225,False
Nova Scotia,2016,42.3,12.0,54832.0,12.0,False,67.4,2240.74,1203.41,889.74,611.91,1057.44,144.6,245.23,,680.43,,7073.5,93.19,7166.68,22.1,estimated,942984,0.59,52824.71,44.2,45.6,22.2,30,70,17.85,169.42505910165485,0.34053996332470765,492.0874408983452,52.9725768321513,21.03404255319149,24.99858156028369,5.797399527186761,14.465957446808511,3.418439716312057,3.4218075873347207,43.68103501202788,False
Nova Scotia,2017,44.0,12.0,55557.0,12.0,False,66.0,2271.61,1219.75,892.33,622.31,1075.52,148.91,265.03,,699.1,,7194.58,102.52,7297.1,22.5,actual,952159,0.97,52824.71,44.2,45.6,22.2,30,70,18.02,165.84318181818182,0.33950196439526836,495.6693181818182,51.627500000000005,20.280227272727274,24.44363636363636,6.02340909090909,14.14340909090909,3.384318181818182,3.6319907908621225,43.358868591632294,False
Nova Scotia,2018,41.8,12.0,61063.0,12.0,False,70.2,2302.96,1231.4,912.77,673.14,1087.27,160.56,276.44,,690.94,,7335.49,132.21,7467.7,22.9,interpolated,962072,1.04,52824.71,44.2,45.6,22.2,30,70,18.21,178.6531100478469,0.33836012678237615,482.85938995215315,55.09473684210527,21.836602870813397,26.011244019138758,6.613397129186604,16.103827751196174,3.841148325358852,3.7018091246300733,43.061853047122945,False
Nova Scotia,2019,40.6,12.0,60152.0,12.0,False,69.8,2369.26,1228.0,953.6,679.88,1164.63,163.67,278.64,,737.5,,7575.19,177.23,7752.42,23.2,interpolated,975799,1.43,52824.71,44.2,45.6,22.2,30,70,18.47,190.94630541871922,0.3368279435262446,470.5661945812808,58.35615763546799,23.48768472906404,28.685467980295567,6.863054187192118,16.745812807881773,4.031280788177339,3.5942325106224895,42.86222882661156,False
Nova Scotia,2020,38.7,12.0,37041.0,12.0,False,59.0,2439.66,1274.81,985.68,583.19,1185.45,169.22,266.08,,730.62,516.41,8151.12,206.43,8357.56,23.6,interpolated,989168,1.37,52824.71,44.2,45.6,22.2,30,70,18.73,215.95762273901806,0.33532962660470084,445.554877260982,63.04031007751937,25.469767441860462,30.631782945736433,6.875452196382428,15.06950904392765,4.372609819121447,3.1837043347579916,40.98492861552893,True
Nova Scotia,2021,46.7,12.0,59004.0,12.0,False,69.2,2468.2,1354.52,1019.93,746.28,1200.62,300.53,296.73,,800.72,578.95,8766.48,199.29,8965.77,24.0,actual,999908,1.09,52824.71,44.2,45.6,22.2,30,70,18.93,191.9865096359743,0.33419934027115356,469.52599036402574,52.85224839400428,21.84004282655246,25.709207708779438,6.353961456102784,15.980299785867237,6.435331905781584,3.309587464322641,38.90496856377087,True
Nova Scotia,2022,53.7,12.0,59917.0,12.0,False,61.4,2737.51,1594.16,1051.3,761.15,1270.03,372.84,318.78,,900.71,135.13,9141.61,279.37,9420.98,24.4,estimated,1024034,2.41,52824.71,44.2,45.6,22.2,30,70,19.39,175.43724394785846,0.3316700539395807,486.0752560521416,50.97783985102421,19.57728119180633,23.65046554934823,5.93631284916201,14.17411545623836,6.943016759776535,3.3837244108362396,40.21672904517365,False
Nova Scotia,2023,59.2,12.0,58964.0,12.0,False,65.4,3176.61,1604.6,1100.25,795.11,1293.69,336.66,334.54,,985.33,,9626.79,385.2,10012.0,24.8,estimated,1053005,2.83,52824.71,44.2,45.6,22.2,30,70,19.93,169.1216216216216,0.3288193520752477,492.39087837837843,53.6589527027027,18.585304054054053,21.85287162162162,5.651013513513513,13.430912162162162,5.686824324324324,3.3413903316020774,42.717339192968446,False
Nova Scotia,2024,54.6,12.0,68139.0,12.0,False,76.0,3450.01,1641.27,1177.7,837.38,1342.54,279.03,348.78,,1006.33,,10083.03,421.66,10504.7,25.2,estimated,1082769,2.83,52824.71,44.2,45.6,22.2,30,70,20.5,192.3937728937729,0.32593961745202055,469.11872710622714,63.18699633699634,21.56959706959707,24.58864468864469,6.387912087912087,15.336630036630035,5.11043956043956,3.320228088379487,44.053709292031186,False
Ontario,2008,20.5,7.0,653018.0,7.0,False,90.6,1492.31,502.12,797.12,586.66,899.22,282.0,158.55,,320.33,,5038.31,225.66,5263.97,20.9,estimated,12883824,,892411.76,41.8,41.6,18.5,30,70,14.44,256.77902439024393,0.36536867022272274,404.7334756097561,72.79560975609756,38.88390243902439,43.86439024390244,7.734146341463415,28.617560975609756,13.75609756097561,3.0119852506758207,43.49245911355877,False
Ontario,2009,23.8,7.0,680696.0,7.0,False,88.1,1558.87,527.94,845.44,604.43,934.24,304.83,153.05,,319.52,,5248.33,259.41,5507.73,21.1,estimated,12998941,0.89,892411.76,41.8,41.6,18.5,30,70,14.57,231.41722689075627,0.3642528137275477,430.09527310924375,65.49873949579832,35.522689075630254,39.253781512605045,6.430672268907563,25.396218487394954,12.80798319327731,2.7788217650465805,43.65337443919728,False
Ontario,2010,22.6,7.0,674985.0,7.0,False,87.4,1604.46,548.19,888.05,558.85,982.45,311.99,158.86,,320.45,,5373.32,306.57,5679.88,21.2,estimated,13136481,1.06,892411.76,41.8,41.6,18.5,30,70,14.72,251.3221238938053,0.3629851304297845,410.1903761061948,70.99380530973451,39.294247787610615,43.4712389380531,7.029203539823009,24.72787610619469,13.804867256637168,2.7968900751424326,43.883145418565185,False
Ontario,2011,22.1,7.0,703073.0,7.0,False,86.9,1645.24,563.22,932.74,553.23,1000.65,328.13,166.53,,323.96,,5513.7,278.97,5792.67,21.4,estimated,13262345,0.96,892411.76,41.8,41.6,18.5,30,70,14.86,262.11176470588236,0.36182065336563785,399.4007352941177,74.44524886877828,42.20542986425339,45.27828054298642,7.535294117647059,25.033031674208143,14.847511312217193,2.87484009964317,44.504175104053914,False
Ontario,2012,20.2,7.0,706896.0,7.0,False,85.5,1667.54,550.44,951.37,576.61,990.12,334.58,151.41,,477.17,,5699.23,266.35,5965.58,21.6,estimated,13392364,0.98,892411.76,41.8,41.6,18.5,30,70,15.01,295.32574257425745,0.3605925004551193,366.1867574257426,82.55148514851486,47.09752475247525,49.015841584158416,7.495544554455446,28.545049504950498,16.563366336633663,2.538060004224233,43.90034162646381,False
Ontario,2013,18.7,12.0,777152.0,12.0,False,85.3,1711.03,563.44,952.04,571.63,986.09,309.04,163.73,,530.36,,5787.34,247.63,6034.97,21.7,estimated,13511902,0.89,892411.76,41.8,41.6,18.5,30,70,15.14,322.7256684491979,0.3595440123967924,338.78683155080216,91.49893048128342,50.91122994652407,52.73208556149733,8.755614973262032,30.568449197860964,16.52620320855615,2.7130209429375785,44.12731132052023,False
Ontario,2014,20.8,12.0,796021.0,12.0,False,85.8,1728.3,564.72,973.84,598.35,1006.75,310.73,158.82,,556.1,,5897.61,233.27,6130.88,21.9,estimated,13617763,0.78,892411.76,41.8,41.6,18.5,30,70,15.26,294.75384615384615,0.35858898194570227,366.7586538461539,83.09134615384615,46.81923076923077,48.40144230769231,7.635576923076923,28.766826923076923,14.938942307692308,2.5904927188266607,44.07426013883814,False
Ontario,2015,24.8,12.0,793556.0,12.0,False,85.2,1744.22,583.67,981.51,638.56,1051.62,319.89,146.18,,560.26,,6025.91,259.56,6285.47,22.1,estimated,13709293,0.67,892411.76,41.8,41.6,18.5,30,70,15.36,253.44637096774193,0.35780232117304756,408.0661290322581,70.33145161290322,39.57701612903226,42.40403225806451,5.894354838709678,25.74838709677419,12.898790322580645,2.3256812935229982,43.3655717074459,False
Ontario,2016,22.6,12.0,921155.0,12.0,False,83.2,1768.85,593.72,994.35,667.48,1078.0,329.64,167.63,,623.88,,6223.54,248.05,6471.59,22.2,estimated,13876500,1.22,892411.76,41.8,41.6,18.5,30,70,15.55,286.3535398230088,0.3563301569054894,375.15896017699123,78.26769911504424,43.99778761061947,47.69911504424778,7.4172566371681405,29.53451327433628,14.5858407079646,2.5902444376111586,42.697389667763254,False
Ontario,2017,22.9,12.0,963715.0,12.0,False,82.2,1800.65,637.43,1017.16,718.24,1112.12,343.2,182.8,,606.98,,6418.57,226.57,6645.14,22.4,actual,14078499,1.46,892411.76,41.8,41.6,18.5,30,70,15.78,290.1807860262009,0.35458632758080727,371.33171397379914,78.63100436681223,44.417467248908295,48.56419213973799,7.982532751091704,31.364192139737995,14.986899563318778,2.750882599915126,42.4040727509127,False
Ontario,2018,22.7,12.0,993024.0,12.0,False,83.0,1847.5,662.4,1037.27,706.59,1086.07,358.11,194.93,,610.88,,6503.75,204.52,6708.27,22.6,interpolated,14326746,1.76,892411.76,41.8,41.6,18.5,30,70,16.05,295.5185022026432,0.3525906345457318,365.9939977973568,81.38766519823788,45.69471365638766,47.84449339207048,8.587224669603525,31.1273127753304,15.775770925110134,2.9058162536689784,43.00318860153213,False
Ontario,2019,22.5,12.0,997405.0,12.0,False,83.2,1881.56,696.31,1076.01,714.15,1114.49,396.5,197.25,,602.59,,6678.86,212.03,6890.89,22.8,interpolated,14573565,1.72,892411.76,41.8,41.6,18.5,30,70,16.33,306.2617777777778,0.3505771599797586,355.25072222222224,83.62488888888889,47.82266666666666,49.53288888888889,8.766666666666667,31.74,17.622222222222224,2.8624749488092247,42.920000174142956,False
Ontario,2020,20.0,12.0,721901.0,12.0,False,69.8,1909.81,718.84,1047.5,606.47,1108.31,413.78,172.47,,625.58,809.13,7411.89,270.98,7682.87,22.9,interpolated,14761811,1.29,892411.76,41.8,41.6,18.5,30,70,16.54,384.1435,0.3491030163051621,277.369,95.4905,52.375,55.415499999999994,8.6235,30.323500000000003,20.689,2.244864223916323,38.49225614906929,True
Ontario,2021,20.5,12.0,980133.0,12.0,False,77.5,1944.89,775.41,1096.27,821.54,1157.88,452.44,184.03,,690.67,950.28,8073.41,251.37,8324.78,23.1,actual,14842488,0.55,892411.76,41.8,41.6,18.5,30,70,16.63,406.0868292682927,0.3484803820359484,255.42567073170733,94.87268292682927,53.47658536585366,56.4819512195122,8.977073170731707,40.07512195121951,22.070243902439024,2.21062898959492,36.53141584522353,True
Ontario,2022,25.4,12.0,1022073.0,12.0,False,74.8,2130.58,893.09,1169.08,810.3,1216.5,573.86,203.18,,741.58,224.85,7963.02,261.2,8224.22,23.3,estimated,15155836,2.11,892411.76,41.8,41.6,18.5,30,70,16.98,323.78818897637797,0.34610938093068155,337.7243110236221,83.88110236220473,46.02677165354331,47.89370078740158,7.999212598425197,31.901574803149607,22.592913385826773,2.4705078414731125,40.121251620214444,False
Ontario,2023,25.7,12.0,1134012.0,12.0,False,79.2,2181.42,973.72,1185.07,853.08,1237.23,549.63,210.97,,775.14,,7966.27,249.39,8215.66,23.5,estimated,15632481,3.14,892411.76,41.8,41.6,18.5,30,70,17.52,319.67548638132297,0.34260053749567165,341.8370136186771,84.88015564202335,46.11167315175097,48.141245136186775,8.208949416342413,33.19377431906615,21.3863813229572,2.567900813811672,40.976500974967315,False
Ontario,2024,27.5,12.0,1215088.0,12.0,False,81.0,2281.38,1034.64,1164.12,886.45,1242.85,515.24,216.8,,803.74,,8145.21,259.67,8404.89,23.6,estimated,16144797,3.28,892411.76,41.8,41.6,18.5,30,70,18.09,305.6323636363636,0.3390790691045019,355.88013636363644,82.95927272727273,42.331636363636356,45.19454545454545,7.883636363636364,32.234545454545454,18.736,2.5794507721100457,40.993992782772885,False
Prince Edward Island,2008,43.7,6.0,5402.0,6.0,False,76.5,1525.33,658.64,629.22,408.59,798.62,221.21,226.77,,228.27,,4696.63,149.04,4845.67,15.2,estimated,138736,,5681.18,43.1,44.0,21.2,30,70,24.42,110.88489702517163,0.30906777667185387,550.6276029748284,34.904576659038895,14.398627002288329,18.275057208237985,5.189244851258581,9.349885583524026,5.062013729977116,4.6798481943673425,44.46340753703822,False
Prince Edward Island,2009,42.3,6.0,5850.0,6.0,False,82.0,1632.73,752.86,691.44,427.05,868.66,259.8,287.24,,246.19,,5165.96,266.74,5432.7,15.6,estimated,139873,0.82,5681.18,43.1,44.0,21.2,30,70,24.62,128.43262411347519,0.30832096974122847,533.0798758865249,38.59881796690308,16.346099290780145,20.535697399527187,6.7905437352245865,10.095744680851064,6.141843971631206,5.287242071161669,42.781121725845345,False
Prince Edward Island,2010,38.7,6.0,5991.0,6.0,False,82.8,1791.6,805.31,743.88,406.68,942.81,257.95,304.21,,290.63,,5543.09,287.2,5830.29,15.9,estimated,141644,1.27,5681.18,43.1,44.0,21.2,30,70,24.93,150.65348837209302,0.307181856554937,510.859011627907,46.29457364341085,19.22170542635659,24.362015503875966,7.860723514211885,10.508527131782945,6.665374677002583,5.217750746532333,43.488059770611756,False
