province,year,avg_wait_time,procedures_with_wait_times,total_volume,procedures_with_volume,low_procedure_coverage,benchmark_pct,hospitals,other_institutions,physicians,other_professionals,drugs,public_health,administration,other_hcc,other_net,covid19,subtotal,capital,total_spending_per_capita,physicians_per_10k_population,physician_data_source,population_estimate,population_growth_rate,land_area_km2,average_age,median_age,percent_65_plus,rural_percent_estimate,urban_percent_estimate,population_density_per_km2,raw_efficiency,geographic_challenge,efficiency_gap,hospitals_efficiency,physicians_efficiency,drugs_efficiency,admin_efficiency,other_professionals_efficiency,public_health_efficiency,admin_overhead_pct,clinical_focus_pct,covid_period
Prince Edward Island,2011,25.7,6.0,6009.0,6.0,False,73.8,1957.12,895.3,772.42,443.26,964.63,271.87,175.03,,356.14,,5835.77,470.85,6306.62,16.4,estimated,143918,1.61,5681.18,43.1,44.0,21.2,30,70,25.33,245.39377431906615,0.30574410872373736,416.1187256809339,76.15252918287938,30.055252918287938,37.53424124513619,6.810505836575876,17.24747081712062,10.578599221789883,2.775337661060917,43.28055281592993,False
Prince Edward Island,2012,34.8,6.0,6039.0,6.0,False,64.4,2036.89,895.96,787.81,465.07,922.83,283.68,156.37,,404.89,,5953.49,357.15,6310.64,16.8,estimated,144415,0.35,5681.18,43.1,44.0,21.2,30,70,25.42,181.34022988505748,0.3054254588175034,480.17227011494253,58.53132183908047,22.6382183908046,26.518103448275866,4.493390804597702,13.364080459770117,8.151724137931035,2.4778786303766336,44.76091173003054,False
Prince Edward Island,2013,45.0,10.0,6416.0,10.0,False,73.5,2107.61,921.13,827.84,478.9,895.43,281.96,174.55,,450.33,,6137.74,218.82,6356.55,17.2,estimated,143942,-0.33,5681.18,43.1,44.0,21.2,30,70,25.34,141.25666666666666,0.3057086165613592,520.2558333333334,46.83577777777778,18.396444444444445,19.898444444444443,3.878888888888889,10.642222222222221,6.265777777777777,2.745986423452974,46.17992464465787,False
Prince Edward Island,2014,49.6,10.0,5890.0,10.0,False,71.2,2119.53,1052.74,868.92,470.24,852.97,276.52,153.52,,442.15,,6236.58,147.36,6383.93,17.6,estimated,144095,0.11,5681.18,43.1,44.0,21.2,30,70,25.36,128.70826612903227,0.30563769733395374,532.8042338709678,42.73245967741936,17.51854838709677,17.19697580645161,3.0951612903225807,9.480645161290322,5.574999999999999,2.4047882730543724,46.81207344065489,False
Prince Edward Island,2015,41.2,9.0,6430.0,9.0,False,83.2,2171.3,1106.86,900.35,497.29,834.46,299.9,140.55,,473.11,,6423.82,73.68,6497.5,18.1,estimated,144636,0.38,5681.18,43.1,44.0,21.2,30,70,25.46,157.70631067961165,0.30528439732747703,503.8061893203884,52.70145631067961,21.853155339805824,20.25388349514563,3.4114077669902914,12.07014563106796,7.279126213592232,2.1631396691035016,47.27433628318584,False
Prince Edward Island,2016,44.5,9.0,6655.0,9.0,False,79.7,2214.76,1124.51,920.79,520.83,843.32,313.26,168.15,,482.06,,6587.68,66.45,6654.13,18.5,estimated,146891,1.56,5681.18,43.1,44.0,21.2,30,70,25.86,149.53101123595505,0.30389241901651,511.981488764045,49.76988764044944,20.69191011235955,18.951011235955058,3.7786516853932586,11.704044943820225,7.0395505617977525,2.527002027312361,47.12186266273728,False
Prince Edward Island,2017,62.0,9.0,8221.0,9.0,False,70.0,2215.26,1152.34,962.54,586.68,985.41,323.7,194.36,,509.82,,6930.11,159.2,7089.31,19.0,actual,149740,1.94,5681.18,43.1,44.0,21.2,30,70,26.36,114.34370967741935,0.30219860733876186,547.1687903225807,35.730000000000004,15.524838709677418,15.893709677419354,3.1348387096774197,9.462580645161289,5.220967741935484,2.7415926232595274,44.82523687072508,False
Prince Edward Island,2018,38.4,9.0,8350.0,9.0,False,65.5,2233.34,1174.65,981.78,625.93,1029.67,346.39,203.46,,513.61,,7108.82,246.35,7355.17,19.5,interpolated,152259,1.68,5681.18,43.1,44.0,21.2,30,70,26.8,191.54088541666667,0.3007486216015492,469.97161458333335,58.15989583333334,25.5671875,26.81432291666667,5.2984375,16.300260416666667,9.020572916666667,2.7662175041501422,43.71238190279762,False
Prince Edward Island,2019,50.5,9.0,8135.0,9.0,False,68.2,2277.7,1254.29,993.21,604.18,985.85,391.72,206.91,,590.94,,7304.79,217.35,7522.14,20.0,interpolated,155792,2.32,5681.18,43.1,44.0,21.2,30,70,27.42,148.95326732673269,0.2987667099033699,512.5592326732674,45.1029702970297,19.66752475247525,19.521782178217823,4.097227722772277,11.963960396039603,7.7568316831683175,2.7506799926616625,43.48376924651761,False
Prince Edward Island,2020,41.9,9.0,9455.0,9.0,False,66.0,2272.19,1238.37,987.8,518.03,1009.81,460.16,202.48,,615.7,458.22,7762.76,113.4,7876.16,20.5,interpolated,159193,2.18,5681.18,43.1,44.0,21.2,30,70,28.02,187.97517899761337,0.2969134145570665,473.53732100238665,54.22887828162291,23.575178997613364,24.100477326968974,4.832458233890215,12.363484486873508,10.982338902147973,2.5707959208548328,41.39060151139641,True
Prince Edward Island,2021,47.7,9.0,8634.0,9.0,False,70.2,2315.84,1229.34,1033.4,665.38,1003.16,555.58,228.0,,683.46,482.73,8196.9,127.73,8324.63,21.0,actual,162133,1.85,5681.18,43.1,44.0,21.2,30,70,28.54,174.52054507337525,0.2953559462262847,486.99195492662477,48.55010482180293,21.664570230607968,21.030607966457023,4.779874213836478,13.949266247379454,11.647379454926625,2.7388604658705558,40.23289923996623,True
Prince Edward Island,2022,39.7,9.0,8497.0,9.0,False,67.7,2394.12,1300.02,1026.96,686.94,1126.23,694.83,242.13,,768.64,109.19,8349.06,188.11,8537.17,21.5,estimated,167200,3.13,5681.18,43.1,44.0,21.2,30,70,29.43,215.04206549118388,0.29278899094874544,446.4704345088162,60.30528967254407,25.86801007556675,28.36851385390428,6.098992443324937,17.303274559193955,17.502015113350126,2.8361857617922563,40.072764159551696,False
Prince Edward Island,2023,40.6,9.0,11913.0,9.0,False,53.0,2618.28,1365.91,1069.2,718.05,1150.43,726.2,242.96,,862.4,,8753.42,297.52,9050.94,22.1,estimated,173734,3.91,5681.18,43.1,44.0,21.2,30,70,30.58,222.9295566502463,0.28964317045824334,438.58294334975375,64.48965517241379,26.334975369458128,28.335714285714285,5.98423645320197,17.685960591133004,17.886699507389164,2.6843620662605208,40.74140365531094,False
Prince Edward Island,2024,49.1,9.0,10470.0,9.0,False,60.0,2691.12,1380.64,1173.66,741.02,1218.63,847.26,246.08,,884.77,,9183.19,279.76,9462.95,22.6,estimated,179709,3.44,5681.18,43.1,44.0,21.2,30,70,31.63,192.72810590631366,0.28692493591950313,468.7843940936864,54.80896130346232,23.90346232179226,24.819348268839104,5.011812627291243,15.092057026476578,17.25580448065173,2.6004575740123324,40.84117532059241,False
Quebec,2008,46.3,3.0,37725.0,3.0,True,86.0,1296.1,673.14,544.62,449.07,915.58,137.95,157.34,,241.43,,4415.22,205.76,4620.99,22.4,estimated,7761614,,1298599.75,42.8,43.2,20.6,60,40,5.98,99.80539956803456,0.5146550822097328,561.7071004319655,27.99352051835853,11.762850971922248,19.774946004319656,3.398272138228942,9.699136069114472,2.9794816414686824,3.4048980846095755,39.8338884091937,False
Quebec,2009,41.9,3.0,42923.0,3.0,True,87.3,1357.98,702.93,609.91,447.04,952.04,159.12,157.05,,258.27,,4644.34,231.33,4875.67,22.7,estimated,7843915,1.06,1298599.75,42.8,43.2,20.6,60,40,6.04,116.36443914081146,0.5123979368834665,545.1480608591886,32.41002386634845,14.556324582338902,22.721718377088305,3.7482100238663487,10.669212410501194,3.7976133651551316,3.221095767350949,40.361427249998464,False
Quebec,2010,42.4,3.0,44293.0,3.0,True,89.0,1407.75,724.87,641.34,478.6,1036.14,152.57,159.1,,272.48,,4872.84,247.7,5120.54,23.0,estimated,7929479,1.09,1298599.75,42.8,43.2,20.6,60,40,6.11,120.76745283018869,0.5098133347301127,540.7450471698114,33.201650943396224,15.125943396226416,24.4372641509434,3.7523584905660377,11.287735849056604,3.5983490566037735,3.1070941736613715,40.01706851230535,False
Quebec,2011,41.9,3.0,47337.0,3.0,True,86.8,1421.39,742.5,682.64,473.96,1016.51,155.04,161.12,,291.69,,4944.85,293.4,5238.25,23.3,estimated,8004736,0.95,1298599.75,42.8,43.2,20.6,60,40,6.16,125.01789976133652,0.5079984402750876,536.4946002386636,33.923389021479714,16.292124105011933,24.26038186157518,3.8453460620525064,11.311694510739857,3.7002386634844866,3.0758363957428534,40.16665871235623,False
Quebec,2012,43.5,3.0,53248.0,3.0,True,85.2,1425.61,764.23,722.36,480.75,1066.6,159.99,163.22,,286.94,,5069.69,325.14,5394.83,23.6,estimated,8059752,0.69,1298599.75,42.8,43.2,20.6,60,40,6.21,124.01908045977011,0.506208917808361,537.49341954023,32.77264367816092,16.605977011494254,24.519540229885056,3.752183908045977,11.051724137931034,3.677931034482759,3.0254892183813022,39.8153417253185,False
Quebec,2013,36.7,8.0,68432.0,8.0,False,86.2,1438.83,793.08,792.56,517.06,1080.59,160.09,159.37,,290.27,,5231.84,334.47,5566.31,23.9,estimated,8108825,0.61,1298599.75,42.8,43.2,20.6,60,40,6.24,151.67057220708446,0.5051471447003386,509.8419277929156,39.205177111716615,21.595640326975474,29.44386920980926,4.342506811989101,14.088828337874657,4.362125340599455,2.863117576994454,40.08741877473586,False
Quebec,2014,37.5,8.0,65986.0,8.0,False,88.0,1461.89,716.7,840.48,519.55,1061.72,162.49,155.7,,306.41,,5224.95,311.19,5536.14,24.2,estimated,8147535,0.48,1298599.75,42.8,43.2,20.6,60,40,6.27,147.6304,0.5040941794422533,513.8821,38.98373333333333,22.4128,28.312533333333334,4.152,13.854666666666665,4.333066666666667,2.812428876437373,41.58800174851069,False
Quebec,2015,40.0,8.0,64575.0,8.0,False,87.8,1501.29,825.5,902.09,585.01,1108.66,145.19,134.01,,416.68,,5618.43,269.22,5887.65,24.5,estimated,8175743,0.35,1298599.75,42.8,43.2,20.6,60,40,6.3,147.19125,0.5030499039984375,514.3212500000001,37.53225,22.55225,27.716500000000003,3.35025,14.62525,3.62975,2.2761203536215637,40.82070095878662,False
Quebec,2016,54.3,8.0,65796.0,8.0,False,87.2,1459.32,861.33,966.47,673.04,1140.36,138.9,153.62,,480.89,,5873.92,220.18,6094.1,24.8,estimated,8225036,0.6,1298599.75,42.8,43.2,20.6,60,40,6.33,112.23020257826889,0.5020142024933023,549.2822974217312,26.87513812154696,17.798710865561695,21.00110497237569,2.8290976058931863,12.394843462246778,2.558011049723757,2.520798805401946,39.80554962996997,False
Quebec,2017,45.3,8.0,65361.0,8.0,False,86.2,1551.65,977.07,984.91,699.27,1139.75,139.79,159.95,,499.6,,6151.98,198.04,6350.02,25.1,actual,8292832,0.82,1298599.75,42.8,43.2,20.6,60,40,6.39,140.1770419426049,0.49996806829936963,521.3354580573952,34.25275938189846,21.74194260485651,25.160044150110377,3.5309050772626933,15.436423841059604,3.0858719646799115,2.5188897042843954,39.94570095842217,False
Quebec,2018,47.2,8.0,67259.0,8.0,False,84.2,1646.86,1041.99,967.84,730.8,1137.91,151.69,163.29,,510.42,,6350.81,258.6,6609.41,25.4,interpolated,8386951,1.13,1298599.75,42.8,43.2,20.6,60,40,6.46,140.0298728813559,0.49762250541884184,521.4826271186441,34.89110169491525,20.505084745762712,24.108262711864406,3.4595338983050845,15.483050847457624,3.213771186440678,2.4705684773678738,39.56026332153702,False
Quebec,2019,48.4,8.0,68095.0,8.0,False,82.0,1717.51,1095.17,958.69,736.93,1157.15,162.88,172.94,,542.22,,6543.49,270.89,6814.38,25.8,interpolated,8483186,1.15,1298599.75,42.8,43.2,20.6,60,40,6.53,140.79297520661157,0.4953204496963732,520.7195247933885,35.485743801652895,19.807644628099176,23.908057851239672,3.5731404958677686,15.22582644628099,3.365289256198347,2.5378684487803733,39.272831864380905,False
Quebec,2020,90.1,8.0,34621.0,8.0,False,63.0,1769.23,1178.91,829.87,729.0,1217.12,179.19,176.47,,592.61,1238.03,7910.42,319.77,8230.19,26.1,interpolated,8551095,0.8,1298599.75,42.8,43.2,20.6,60,40,6.58,91.34506104328526,0.4937020406337922,570.1674389567148,19.636293007769147,9.21054384017758,13.508546059933407,1.9586015538290789,8.091009988901222,1.9887902330743619,2.1441789314705977,31.5800728780259,True
Quebec,2021,74.9,8.0,57161.0,8.0,False,65.8,1867.62,1328.14,888.63,813.73,1308.03,201.81,203.68,,671.27,1311.15,8594.06,323.19,8917.25,26.4,actual,8572020,0.24,1298599.75,42.8,43.2,20.6,60,40,6.6,119.05540720961281,0.493060604092954,542.4570927903873,24.934846461949263,11.864218958611481,17.463684913217623,2.7193591455273696,10.864218958611481,2.6943925233644856,2.2841122543385013,30.909192856542095,True
Quebec,2022,84.5,8.0,58740.0,8.0,False,60.8,2117.55,1448.09,981.65,918.52,1339.39,260.55,221.04,,750.66,301.0,8338.46,407.69,8746.15,26.7,estimated,8669963,1.14,1298599.75,42.8,43.2,20.6,60,40,6.68,103.50473372781065,0.49052801509399097,558.0077662721894,25.05976331360947,11.617159763313609,15.850769230769233,2.6158579881656805,10.870059171597633,3.083431952662722,2.5272834332820726,35.43501998021987,False
Quebec,2023,80.3,8.0,61247.0,8.0,False,64.5,2157.99,1469.38,1039.69,974.49,1385.22,301.14,237.06,,794.54,,8359.51,427.56,8787.07,27.1,estimated,8821696,1.75,1298599.75,42.8,43.2,20.6,60,40,6.79,109.4280199252802,0.48712982069986727,552.0844800747199,26.87409713574097,12.947571606475718,17.250560398505606,2.9521793275217934,12.135616438356164,3.750186799501868,2.6978276035128888,36.390742306593665,False
Quebec,2024,92.1,8.0,71673.0,8.0,False,61.5,2165.77,1512.11,1041.02,1029.37,1394.83,312.38,243.53,,827.67,,8526.68,457.3,8983.98,27.4,estimated,8995474,1.97,1298599.75,42.8,43.2,20.6,60,40,6.93,97.54592833876221,0.482939431563268,563.9665716612378,23.51541802388708,11.30314875135722,15.144733984799132,2.6441910966340934,11.176655808903366,3.3917480998914225,2.7107139597372214,35.69453627456873,False
Saskatchewan,2008,119.3,5.0,5828.0,5.0,False,64.0,1538.63,691.58,696.2,485.16,767.65,455.46,180.21,,366.13,,5181.01,185.13,5366.14,19.8,estimated,1017368,,577060.4,39.8,38.8,17.5,60,40,1.76,44.9802179379715,0.9849978137647267,616.5322820620286,12.89715004191115,5.8357082984073765,6.434618608549874,1.5105616093880974,4.066722548197821,3.8177703269069574,3.3582798808827206,41.646882116381605,False
Saskatchewan,2009,99.3,5.0,6066.0,5.0,False,73.3,1617.23,715.47,730.33,544.22,813.3,480.26,174.32,,382.07,,5457.2,201.31,5658.52,19.3,estimated,1034791,1.71,577060.4,39.8,38.8,17.5,60,40,1.79,56.984088620342405,0.9746193566235244,604.5284113796577,16.286304128902316,7.354783484390736,8.190332326283988,1.7554884189325277,5.480563947633435,4.8364551863041285,3.0806642019467985,41.48717332447353,False
Saskatchewan,2010,47.2,7.0,14530.0,6.0,False,76.8,1749.41,773.71,783.02,541.94,884.18,480.4,178.96,,437.77,,5829.38,187.18,6016.56,18.7,estimated,1051426,1.61,577060.4,39.8,38.8,17.5,60,40,1.82,127.46949152542373,0.9645648905876507,534.0430084745763,37.063771186440675,16.589406779661015,18.732627118644064,3.7915254237288134,11.48177966101695,10.177966101694913,2.974457164891566,42.09099551903414,False
Saskatchewan,2011,41.1,7.0,23990.0,7.0,False,79.7,1797.46,744.91,839.68,556.64,897.2,543.11,194.23,,449.89,,6023.12,209.26,6232.39,18.2,estimated,1065661,1.35,577060.4,39.8,38.8,17.5,60,40,1.85,151.6396593673966,0.9548189285795735,509.87284063260347,43.7338199513382,20.4301703163017,21.829683698296837,4.725790754257907,13.543552311435523,13.214355231143552,3.116460940345517,42.31346241169118,False
Saskatchewan,2012,91.6,5.0,5995.0,5.0,False,71.6,1851.04,766.28,850.96,549.41,874.94,526.41,209.42,,564.71,,6193.18,223.71,6416.89,17.6,estimated,1083005,1.63,577060.4,39.8,38.8,17.5,60,40,1.88,70.05338427947599,0.9453669650141668,591.4591157205241,20.207860262008733,9.28995633187773,9.551746724890831,2.286244541484716,5.99792576419214,5.746834061135371,3.263574722334339,42.107625344987994,False
Saskatchewan,2013,31.8,12.0,32421.0,12.0,False,78.6,1875.07,825.63,911.75,543.99,883.22,522.53,199.69,,584.41,,6346.29,274.07,6620.36,17.1,estimated,1098868,1.46,577060.4,39.8,38.8,17.5,60,40,1.9,208.18742138364777,0.939222236853531,453.32507861635224,58.964465408805026,28.67138364779874,27.774213836477987,6.279559748427673,17.106603773584904,16.431761006289307,3.016301228331994,42.09468971475871,False
Saskatchewan,2014,39.1,10.0,8300.0,10.0,False,89.2,1897.52,1025.55,934.6,565.28,882.75,536.71,196.79,,601.15,,6640.36,227.53,6867.89,16.6,estimated,1111989,1.19,577060.4,39.8,38.8,17.5,60,40,1.93,175.64936061381076,0.9302304614182677,485.8631393861893,48.52992327365729,23.902813299232736,22.576726342710998,5.032992327365728,14.457289002557543,13.726598465473145,2.8653633066342064,41.237119406397014,False
Saskatchewan,2015,27.0,12.0,39081.0,12.0,False,94.4,1915.44,1053.28,968.34,661.59,903.81,545.37,183.89,,640.93,,6872.64,257.86,7130.5,16.1,estimated,1122210,0.92,577060.4,39.8,38.8,17.5,60,40,1.94,264.0925925925926,0.9272914644801368,397.41990740740744,70.94222222222223,35.864444444444445,33.474444444444444,6.81074074074074,24.503333333333334,20.198888888888888,2.5789215342542597,40.44288619311409,False
Saskatchewan,2016,33.3,12.0,42611.0,12.0,False,81.6,1939.35,1065.7,1007.98,667.55,902.75,549.15,199.63,,680.77,,7012.89,346.99,7359.87,15.7,estimated,1135496,1.18,577060.4,39.8,38.8,17.5,60,40,1.97,221.01711711711712,0.9186431671751704,440.49538288288295,58.23873873873874,30.26966966966967,27.109609609609613,5.9948948948948955,20.046546546546548,16.49099099099099,2.712412039886574,40.0459518986069,False
Saskatchewan,2017,30.6,12.0,42683.0,12.0,False,78.6,1948.57,1140.31,1048.0,656.52,897.04,559.42,209.16,,685.58,,7144.61,353.14,7497.75,15.2,actual,1147315,1.04,577060.4,39.8,38.8,17.5,60,40,1.99,245.02450980392155,0.9130140579526608,416.4879901960785,63.67875816993464,34.248366013071895,29.31503267973856,6.8352941176470585,21.454901960784312,18.281699346405226,2.78963689106732,39.966256543629754,False
Saskatchewan,2018,34.2,12.0,44399.0,12.0,False,72.0,1988.33,1167.09,1041.73,677.59,922.11,602.61,242.62,,702.81,,7344.88,268.74,7613.63,14.8,interpolated,1156210,0.78,577060.4,39.8,38.8,17.5,60,40,2.0,222.6207602339181,0.9102392266268373,438.89173976608197,58.13830409356724,30.459941520467833,26.962280701754384,7.094152046783625,19.812573099415204,17.62017543859649,3.186653409740163,39.797836248937756,False
Saskatchewan,2019,46.0,12.0,45408.0,12.0,False,65.4,2078.03,1207.93,1035.47,731.99,957.21,654.91,256.83,,744.12,,7666.48,273.38,7939.87,14.3,interpolated,1164223,0.69,577060.4,39.8,38.8,17.5,60,40,2.02,172.60586956521738,0.9047670836336642,488.90663043478264,45.17456521739131,22.510217391304348,20.808913043478263,5.583260869565217,15.912826086956523,14.237173913043478,3.2346877215873806,39.2134883820516,False
Saskatchewan,2020,40.4,12.0,33222.0,12.0,False,58.2,1997.69,1230.1,1051.39,649.95,989.59,784.57,254.17,,757.57,636.62,8351.65,215.7,8567.36,13.9,interpolated,1167386,0.27,577060.4,39.8,38.8,17.5,60,40,2.02,212.0633663366337,0.9047670836336642,449.44913366336635,49.44777227722773,26.024504950495054,24.494801980198023,6.2913366336633665,16.087871287128714,19.420049504950498,2.9667248720726103,35.58949314608,True
Saskatchewan,2021,44.5,12.0,42185.0,12.0,False,63.4,2103.7,1273.26,1212.18,832.74,1027.63,777.11,274.14,,814.36,648.44,8963.56,216.41,9179.97,13.5,actual,1167711,0.03,577060.4,39.8,38.8,17.5,60,40,2.02,206.2914606741573,0.9047670836336642,455.22103932584275,47.274157303370785,27.240000000000002,23.092808988764048,6.160449438202247,18.71325842696629,17.46314606741573,2.98628426890284,36.120815209635765,True
Saskatchewan,2022,60.7,12.0,47527.0,12.0,False,59.8,2323.59,1355.55,1283.0,843.47,1093.79,802.47,327.52,,921.03,148.23,9098.66,219.25,9317.91,13.1,estimated,1178796,0.95,577060.4,39.8,38.8,17.5,60,40,2.04,153.50757825370675,0.8993958183787024,508.0049217462933,38.27990115321252,21.13673805601318,18.01960461285008,5.395716639209225,13.895716639209226,13.220263591433278,3.514951314189555,38.70599737494782,False
Saskatchewan,2023,50.4,12.0,49247.0,12.0,False,64.4,2459.68,1387.37,1407.17,896.12,1108.65,836.16,358.44,,1021.07,,9474.66,309.24,9783.9,12.7,estimated,1210257,2.67,577060.4,39.8,38.8,17.5,60,40,2.1,194.125,0.8838590540387778,467.38750000000005,48.803174603174604,27.920039682539684,21.99702380952381,7.111904761904762,17.780158730158732,16.590476190476192,3.6635697421273727,39.522583019041484,False
Saskatchewan,2024,42.6,12.0,52694.0,12.0,False,68.8,2458.61,1395.2,1434.89,945.04,1145.69,854.49,376.07,,1095.83,,9705.81,311.78,10017.59,12.4,estimated,1247868,3.11,577060.4,39.8,38.8,17.5,60,40,2.16,235.15469483568074,0.8691328973875229,426.3578051643193,57.71384976525822,33.68286384976526,26.894131455399062,8.82793427230047,22.184037558685443,20.05845070422535,3.7540965441787892,38.86663359151253,False
